expression; size; sliced on; sign slice; sign size; sign time (ns) ; parity slice; parity size; parity time ; concrete slice; concrete size; concrete time 
(let* ((kvb 23) (nl (if (= -21 -13) -26 (if #t 20 -27))) (ccekbl (+ -18 -10)) (cqyz 6)) (+ (if #t 21 12) (begin -10 (set! nl (* 28 cqyz)) (* (/ (* nl (+ -23 -5)) kvb) -28) -17)));44;18;(let* ((ccekbl (+ -18 -10))) '());6;200;(let* ((ccekbl (+ -18 -10))) '());6;200;(let* ((ccekbl (+ -18 -10)) (cqyz 6)) '());7;200
(let ((vwqxxg -28) (fo -15)) (+ fo fo));7;25;(let ((fo -15)) '());3;200;(let ((fo -15)) '());3;200;(let ((fo -15)) '());3;300
(letrec* ((fdwdj 28) (y (begin 3 17 -30)) (oumj (/ (/ 25 24) 25)) (mwn 16) (vdhqo 10)) (begin (/ 30 fdwdj) (begin (set! vdhqo vdhqo) oumj) (set! mwn -12) (/ -4 mwn) oumj (+ vdhqo mwn)));35;-16;(letrec* ((vdhqo 10)) (begin (begin (set! vdhqo vdhqo))));6;300;(letrec* ((vdhqo 10)) (begin (begin (set! vdhqo vdhqo))));6;200;(letrec* ((vdhqo 10)) (begin (begin (set! vdhqo vdhqo))));6;200
(let* ((o (/ (begin 27 7) 1)) (ny -17) (vb (+ (* -2 (/ -7 28)) (if #t -16 -20))) (kssbe (begin 29 -11)) (adyb 8) (trsz 18)) o);27;-10;(let* ((vb (+ (* -2 (/ -7 28)) (if #t -16 -20)))) '());15;300;(let* ((vb (+ (* -2 (/ -7 28)) (if #t -16 -20)))) '());15;200;(let* ((vb (+ (* -2 (/ -7 28)) (if #t -16 -20)))) '());15;500
(let* ((tw 24) (bvfu -3)) (+ (if (< tw (* -17 4)) -20 bvfu) (- tw (+ 0 (* tw -14)))));25;-2;(let* ((tw 24)) '());3;200;(let* ((tw 24)) '());3;200;(let* ((tw 24)) '());3;100
(letrec* ((uzozr -21)) (begin (if #t (/ (* (if #t 11 -23) (if #f 21 uzozr)) (if #t uzozr (/ (- (- (/ 13 (/ 8 20)) -19) (* -26 uzozr)) 27))) uzozr) (+ (* 8 (+ -21 uzozr)) 12) (+ 21 uzozr) (set! uzozr 16) (* uzozr -18) (/ (+ 26 uzozr) (/ uzozr -8))));70;-20;(letrec* ((uzozr -21)) (begin (set! uzozr 16)));5;200;(letrec* ((uzozr -21)) (begin (set! uzozr 16)));5;200;(letrec* ((uzozr -21)) (begin (set! uzozr 16)));5;800
(let* ((jsdby (+ -9 (let* ((jgyo -23)) (+ -18 11)))) (vnyn 18) (vhxuuy (+ -30 15)) (xoccu (- 11 -12)) (mvkrtm -25)) (if (= (/ 1 -13) 12) (+ xoccu mvkrtm) (+ vhxuuy jsdby)));36;-23;(let* ((jsdby (+ -9 (let* ((jgyo -23)) (+ -18 11)))) (vhxuuy (+ -30 15))) '());15;200;(let* ((jsdby (+ -9 (let* ((jgyo -23)) (+ -18 11)))) (vhxuuy (+ -30 15))) '());15;200;(let* ((jsdby (+ -9 (let* ((jgyo -23)) (+ -18 11)))) (vhxuuy (+ -30 15))) '());15;200
(let* ((duv (/ 12 (begin -15 2 -17))) (zdnd 5) (npel (if (= 22 11) (let* () 21) (begin 9 -13))) (dmcjj 23) (alt -23) (nxig -19)) zdnd);23;18;(let* ((duv (/ 12 (begin -17))) (npel (if (= 22 11) (let* () 21) (begin -13)))) '());16;200;(let* ((duv (/ 12 (begin -17))) (npel (if (= 22 11) (let* () 21) (begin -13)))) '());16;100;(let* ((duv (/ 12 (begin -17))) (npel (if (= 22 11) (let* () 21) (begin -13)))) '());16;300
(let* ((yvik (if #f (if #f (/ (* -18 -30) -4) (* (if #t 22 18) -5)) -12)) (t (+ (if (< 18 -4) -28 1) -6)) (v (begin 6 -12)) (pjx 13) (ydy -6)) (begin (set! v (* -9 (* (begin yvik 6) (if #f ydy (if #t -19 pjx))))) (if (< 15 -10) (let () -28) (* ydy -21)) (set! yvik (if (= yvik 27) (- -28 (* 24 (- (+ 16 v) (/ v (* (/ -5 v) -1))))) 1)) (set! ydy (/ pjx (* (* 14 pjx) 18))) (set! pjx pjx) (- -6 -19)));109;11;(let* ((yvik (dummy -2)) (t (+ (if (< 18 -4) -28 1) -6)) (v (dummy -2)) (pjx 13) (ydy -6)) (begin (set! yvik (if (= yvik 27) (- -28 (* 24 (- (+ 16 v) (/ v (* (/ -5 v) -1))))) 1)) (set! pjx pjx)));51;200;(let* ((yvik (dummy 2)) (t (+ (if (< 18 -4) -28 1) -6)) (v (dummy 2)) (pjx 13) (ydy -6)) (begin (set! yvik (if (= yvik 27) (- -28 (* 24 (- (+ 16 v) (/ v (* (/ -5 v) -1))))) 1)) (set! pjx pjx)));51;200;(let* ((yvik (if #f (if #f (/ (* -18 -30) -4) (* (if #t 22 18) -5)) -12)) (t (+ (if (< 18 -4) -28 1) -6)) (v (begin -12)) (pjx 13) (ydy -6)) (begin (set! v (* -9 (* (begin 6) (if #f ydy (if #t -19 pjx))))) (set! yvik (if (= yvik 27) (- -28 (* 24 (- (+ 16 v) (/ v (* (/ -5 v) -1))))) 1)) (set! pjx pjx)));81;300
(letrec* ((mruct 24) (y -18) (hjjro (if #t (if #f (if #t 13 24) -30) (+ 11 18))) (gxyd (begin 20 7)) (ct -18) (mhtx 26)) (- 29 hjjro));25;29;(letrec* ((mhtx 26)) '());3;200;(letrec* ((mhtx 26)) '());3;100;(letrec* ((mhtx 26)) '());3;300
(let* ((wikhs (if #t (+ 15 -8) -19)) (eq (let* ((ns -20)) -17)) (k 14) (hsvfj -12) (f (/ 23 -23)) (d -26)) (* 28 (let* ((vt -24) (axknak (/ 4 (* -7 -24)))) eq)));31;21;(let* ((eq (let* () -17)) (d -26)) (* 28 (let* () eq)));9;100;(let* ((eq (let* () -17)) (d -26)) (* 28 (let* () eq)));9;200;(let* ((eq (let* () -17)) (d -26)) (* 28 (let* () eq)));9;200
(let ((gnrxx (* -17 8)) (cmy -30) (m (* -29 -29)) (st 30)) (+ (/ (* -6 (+ 21 20)) (* 27 -25)) -15));27;-1;(let ((st 30)) '());3;100;(let ((st 30)) '());3;100;(let ((st 30)) '());3;200
(letrec* ((z (- -24 -7)) (yiyhpw (if (= -13 -29) (/ 3 9) 10)) (ypdtxn (* -25 -18)) (hpqf (- 2 22)) (evgevh (if #f 10 -17)) (ninwe -27)) -27);29;17;(letrec* ((ninwe -27)) '());3;200;(letrec* ((ninwe -27)) '());3;200;(letrec* ((ninwe -27)) '());3;200
(let* ((st 18) (xpepx -10) (ogso 18) (sugn (* -8 25)) (frn 20) (dape -24)) (letrec* ((qiw (+ (/ sugn ogso) (* -14 (* -1 -29)))) (mdama 16) (e (/ 3 -18)) (vewxep (- ogso (- dape -17)))) (- dape (let ((f sugn)) xpepx))));42;3;(let* ((xpepx -10) (sugn (* -8 25)) (dape -24)) (letrec* () (- dape (let () xpepx))));13;100;(let* ((xpepx -10) (sugn (* -8 25)) (dape -24)) (letrec* () (- dape (let () xpepx))));13;200;(let* ((xpepx -10) (ogso 18) (sugn (* -8 25)) (dape -24)) (letrec* () (- dape (let () xpepx))));14;200
(let* ((ib -7) (kveh 22) (lf -28)) ib);5;10;(let* ((kveh 22)) '());3;200;(let* ((kveh 22)) '());3;300;(let* ((kveh 22)) '());3;300
(let ((vyzbx (if #t (+ 21 (if #t (let () 11) (if #f -1 -18))) (+ 17 (let ((rpsx 0)) (/ rpsx 11))))) (by (* (+ (if #f 27 (if #t 7 -9)) (begin 22 -22)) (if (< -19 -23) (* (* -7 -28) (/ 26 27)) (- -15 15)))) (uvkrh 29) (gpeyz -1) (p 15) (l 2)) (+ -6 l));64;15;(let ((vyzbx (if #t (+ 21 (if #t (let () 11) (if #f -1 -18))) (+ 17 (let ((rpsx 0)) (/ rpsx 11))))) (gpeyz -1)) '());25;400;(let ((vyzbx (if #t (+ 21 (if #t (let () 11) (if #f -1 -18))) (+ 17 (let ((rpsx 0)) (/ rpsx 11))))) (gpeyz -1)) '());25;200;(let ((vyzbx (if #t (+ 21 (if #t (let () 11) (if #f -1 -18))) (+ 17 (let ((rpsx 0)) (/ rpsx 11))))) (gpeyz -1)) '());25;100
(let ((x (if #t (+ (begin -18 -9) -19) (if #f (- -15 (begin -10 -7)) 24))) (lkhfpk (begin 3 -19)) (n (begin -27 -10 -22)) (ripk 23) (os -4) (xga 16)) (/ (if #t (begin (set! ripk (if (= xga os) (* -29 ripk) (- 25 28))) n -27 -18) (- (+ 12 (/ n (* (- (+ os (* 22 lkhfpk)) -19) 14))) -6)) (/ 26 8)));76;-21;(let ((lkhfpk (dummy -2)) (n (dummy -2)) (ripk 23) (os -4) (xga 16)) (/ (if #t (begin (set! ripk (if (= xga os) (* -29 ripk) (- 25 28))) -18) (- (+ 12 (/ n (* (- (+ os (* 22 lkhfpk)) -19) 14))) -6)) (/ 26 8)));56;200;(let ((lkhfpk (dummy 1)) (n (dummy 2)) (ripk 23) (os -4) (xga 16)) (/ (if #t (begin (set! ripk (if (= xga os) (* -29 ripk) (- 25 28))) -18) (- (+ 12 (/ n (* (- (+ os (* 22 lkhfpk)) -19) 14))) -6)) (/ 26 8)));56;200;(let ((lkhfpk (dummy -2)) (n (dummy -2)) (ripk 23) (os -4) (xga 16)) (/ (if #t (begin (set! ripk (if (= xga os) (* -29 ripk) (- 25 28))) -18) (- (+ 12 (/ n (* (- (+ os (* 22 lkhfpk)) -19) 14))) -6)) (/ 26 8)));56;400
(let* ((aa (- 0 6)) (aeyz (if (< 1 -17) (* (if (< 27 27) 29 1) (if (= -8 19) 4 11)) -27)) (tzfpy -26) (akvmt 7) (o -23) (xmn 24)) (* 14 (/ o (/ (* 9 aa) (* 23 (/ (+ (/ 20 (* 13 14)) (- (/ (/ (+ -26 xmn) akvmt) (- 24 26)) aeyz)) -28))))));74;28;(let* ((o -23)) '());3;600;(let* ((o -23)) '());3;100;(let* ((o -23)) '());3;300
(let ((slbpsa (begin 25 -20)) (dyv (begin -7 13)) (gtwi 15) (g 20) (xho -14)) dyv);11;9;(let ((xho -14)) '());3;200;(let ((xho -14)) '());3;200;(let ((xho -14)) '());3;200
(let* ((uhyopn (begin -1 21)) (bhk (begin -15 -18)) (yiuj (+ -14 19)) (ucjwy (* 0 22)) (ay -15)) (if #t (/ -12 -10) (begin -28 30 (set! yiuj ucjwy) yiuj)));28;-19;(let* ((bhk (begin -18))) '());4;200;(let* ((bhk (begin -18))) '());4;200;(let* ((bhk (begin -18)) (ucjwy (* 0 22))) '());8;300
(letrec* ((cyqbe 29)) 0);3;-18;(letrec* ((cyqbe 29)) '());3;100;(letrec* ((cyqbe 29)) '());3;200;(letrec* ((cyqbe 29)) '());3;300
(letrec* ((gaqh -23) (dpd (/ (* 29 30) 22)) (omyv -12) (dgwks 3)) (if #f (/ (let* ((y (if #f (- -19 11) -7)) (dpc dgwks)) (begin -27 omyv)) dgwks) -28));29;-6;(letrec* ((gaqh -23) (omyv -12) (dgwks 3)) (if #f (/ (let* () (begin omyv)) dgwks) '()));13;1000;(letrec* ((gaqh -23) (omyv -12) (dgwks 3)) (if #f (/ (let* () (begin omyv)) dgwks) '()));13;200;(letrec* ((gaqh -23) (omyv -12) (dgwks 3)) (if #f (/ (let* () (begin omyv)) dgwks) '()));13;100
(letrec* ((ydvnnl -5) (su (begin 6 24 -2 28)) (g (if #f (begin 21 -11) (begin -29 -2))) (izy -1) (fcycd 7) (nldv 16)) (begin (set! nldv (+ (if (< -23 (- 26 20)) (/ -14 (+ su -5)) izy) (/ -13 -15))) -3 (- fcycd su) (- (/ -14 -30) g) -16));55;-22;(letrec* ((g (if #f (begin -11) (begin -2)))) '());8;100;(letrec* ((g (if #f (begin -11) (begin -2)))) '());8;300;(letrec* ((su (begin 28)) (g (if #f (begin -11) (begin -2))) (izy -1)) '());11;100
(let* ((bxdr (begin 6 19)) (hetrd 9) (pdz (* -30 -13)) (yhz 19)) (begin (set! yhz (- (* -21 (- hetrd -8)) (let* () 20))) (+ (- 4 (* 14 -8)) (- (* 12 bxdr) (+ hetrd 6))) hetrd (set! pdz 16) -15));46;1;(let* ((hetrd 9) (yhz 19)) (begin (set! yhz (- (* -21 (- hetrd -8)) (let* () 20)))));16;300;(let* ((hetrd 9) (yhz 19)) (begin (set! yhz (- (* -21 (- hetrd -8)) (let* () 20)))));16;100;(let* ((hetrd 9) (yhz 19)) (begin (set! yhz (- (* -21 (- hetrd -8)) (let* () 20)))));16;500
(let ((i -16) (aihrq (if (= 26 6) (- (begin 13 -22) -23) -24)) (sjdbes (- 1 15)) (vg -3) (jjuuc -30) (rw 7)) (/ (begin rw (if #f aihrq -12) 27 13) (begin (let* () (* rw (- vg -14))) (set! vg (* -25 -1)) jjuuc -19)));47;-1;(let ((rw 7)) (/ (begin 13) (begin -19)));8;200;(let ((rw 7)) (/ (begin 13) (begin -19)));8;200;(let ((rw 7)) (/ (begin 13) (begin -19)));8;200
(letrec* ((ocbu 8) (al (- 24 (* (+ -8 (if #f 20 -30)) 20))) (zwmlqd 0) (fgxbnb (begin 24 23)) (o -17) (arid 14)) (begin (begin (set! o arid) fgxbnb -6) (let* ((fu (- 13 10))) fgxbnb) ocbu (+ (+ (- (* al -7) arid) ocbu) -1) (set! al 26) -27));50;-23;(letrec* ((arid 14)) '());3;400;(letrec* ((arid 14)) '());3;100;(letrec* ((arid 14)) '());3;200
(let* ((p 13) (wygru (+ 2 -28)) (vqogzu (+ -16 30)) (lv 12) (kwcpdl 15)) (/ -18 (* 19 13)));19;24;(let* ((kwcpdl 15)) '());3;100;(let* ((kwcpdl 15)) '());3;200;(let* ((kwcpdl 15)) '());3;200
(let* ((zbwxqs (- (- (+ (* -24 -9) -18) (- -7 27)) 17)) (if (if (< -5 -20) (begin -1 -8) (if (= 12 14) 12 (if #t 26 -27)))) (jgpn 8) (ismz (if #f 30 18)) (cutafk -6)) (- 2 cutafk));45;20;(let* ((zbwxqs (- (- (+ (* -24 -9) -18) (- -7 27)) 17))) '());18;100;(let* ((zbwxqs (- (- (+ (* -24 -9) -18) (- -7 27)) 17))) '());18;200;(let* ((zbwxqs (- (- (+ (* -24 -9) -18) (- -7 27)) 17))) '());18;300
(let ((p 29) (joljks (* 24 -29)) (n -15) (bqefw -10) (owkpyt 30) (pnb 19)) -20);11;-17;(let ((joljks (* 24 -29))) '());6;200;(let ((joljks (* 24 -29))) '());6;200;(let ((joljks (* 24 -29))) '());6;500
(let ((pbdijx -19) (zgtf -7) (i (begin -19 -26)) (k -16) (c (- -16 3)) (t -3)) (if (= 18 c) (/ i (- (/ (+ 21 zgtf) (* k (* 7 -20))) (+ t (+ -4 (* (+ (- t k) -20) zgtf))))) -7));52;27;(let ((k -16) (c (- -16 3))) '());7;200;(let ((k -16) (c (- -16 3))) '());7;200;(let ((k -16) (c (- -16 3))) '());7;400
(let* ((kzua (/ (let* ((wpjbv 27)) (if #t wpjbv (* -4 16))) -23)) (tetra 14) (x 22) (gmds (* -4 18)) (w -28)) -18);21;-21;(let* ((kzua (/ (let* ((wpjbv 27)) (if #t wpjbv (* -4 16))) -23)) (w -28)) '());15;200;(let* ((kzua (/ (let* ((wpjbv 27)) (if #t wpjbv (* -4 16))) -23)) (w -28)) '());15;300;(let* ((kzua (/ (let* ((wpjbv 27)) (if #t wpjbv (* -4 16))) -23)) (w -28)) '());15;400
(letrec* ((lg (letrec* ((u 10)) 1)) (qbr 8) (cpsl -19) (bgnf -4)) 12);8;3;(letrec* ((lg (letrec* () 1)) (bgnf -4)) '());5;200;(letrec* ((lg (letrec* () 1)) (bgnf -4)) '());5;400;(letrec* ((lg (letrec* () 1)) (bgnf -4)) '());5;200
(letrec* ((p (begin -7 1)) (dck 28) (xolsn 4) (jno 11)) -8);8;-8;(letrec* ((p (begin 1))) '());4;300;(letrec* ((p (begin 1))) '());4;200;(letrec* ((p (begin 1))) '());4;400
(let* ((vm -11) (igogzx (+ (let* ((c 27)) (* -20 17)) -21)) (jlyd -20) (lyde 23) (bbvfa (if #t 17 28)) (flmi -5)) -28);19;25;(let* ((igogzx (+ (let* ((c 27)) (* -20 17)) -21))) '());11;500;(let* ((igogzx (+ (let* ((c 27)) (* -20 17)) -21))) '());11;100;(let* ((igogzx (+ (let* ((c 27)) (* -20 17)) -21))) '());11;200
(let* ((xojhk (- 14 28)) (iem (if #t (if (= 19 11) 27 (begin -26 12)) 28)) (krdowt (* (if (< -16 -17) (+ 11 20) (* -24 -21)) (- 2 23))) (lvv 6) (pyokb -21) (mr 19)) (let* ((uqi lvv) (btunm -1) (yamng 5)) 17));44;-18;(let* ((xojhk (- 14 28))) '());6;700;(let* ((xojhk (- 14 28))) '());6;200;(let* ((xojhk (- 14 28)) (lvv 6)) '());7;200
(let ((bxm -2) (iwvoku (/ (begin 1 8) (if #f (begin -28 0) (/ (if #t 8 -22) (* -4 11))))) (ua (if (= -3 0) -13 (if (= 6 7) (/ 10 6) (if #t 30 -11)))) (cd (let* () 11)) (a (* -13 24)) (xlw -27)) (if (< cd (+ 3 25)) (if #t (- (+ 25 23) -7) (* (if #f -5 a) (begin (set! bxm (- 30 cd)) (set! bxm 23) 4))) (- (begin (set! bxm 17) (set! xlw cd) (set! iwvoku -14) 0) a)));91;15;(let ((cd (let* () 11))) '());4;400;(let ((cd (let* () 11))) '());4;100;(let ((cd (let* () 11))) '());4;200
(let ((icmon 19) (j 4) (wtew (- (/ (if #t 30 -28) (if #f -30 -22)) (+ -7 (- 7 6)))) (pjw (- (- -21 26) (+ 22 24))) (ibj (/ -2 -19)) (xsn 0)) (+ -28 30));41;-12;(let ((icmon 19)) '());3;300;(let ((icmon 19)) '());3;600;(let ((icmon 19)) '());3;100
(let ((yo 21) (ssp 10) (ppjb (* (begin -17 -28) -29)) (gan -22) (otdxvl (* 5 24)) (sahox 5)) (if #f (begin (set! ppjb (* (if #f (+ -2 -13) (+ ssp otdxvl)) -6)) sahox ssp (* ppjb 16)) (+ (/ 5 -12) (+ (letrec* ((gd -1)) 25) 12))));50;24;(let ((gan -22)) (if #f '() (+ (/ 5 -12) (+ (letrec* () 25) 12))));16;100;(let ((gan -22)) (if #f '() (+ (/ 5 -12) (+ (letrec* () 25) 12))));16;100;(let ((ssp 10) (gan -22) (otdxvl (* 5 24))) (if #f '() (+ (/ 5 -12) (+ (letrec* () 25) 12))));21;100
